,SessionID,TopicNumber,TopicProduct,TopicGoal,TaskType,Query,QueryOrder,QueryLen,QueryDwellTime,NumClickedPage,NumClickedDoc,NumKeyDoc,NumRelevantDoc,AveDwellTime,TotalDwellTime,AveClickRank,ClickDepth,SearchEngineDwellTime,ClickPrecision,TimetoFirstLastClick,ReciproalRank,ratiofirstclick,ReformulationTime
1306,412,1,factual,amorphous,known-subject,Kenyan recipes,3,2,29.1852,0,1,0,0,22.0239,22.0239,2.0,2.0,-10.9295,0.0,22.0239,0,1.985136646,29.1852
1307,412,1,factual,amorphous,known-subject,Original Swahili recipes,4,3,10.6449,20,0,0,0,,0.0,,,29.1852,,29.1852,0,1,10.644900000000007
1308,412,1,factual,amorphous,known-subject,Kenyan cuisine,5,2,35.9212,0,1,0,0,22.965999999999998,22.965999999999998,5.0,5.0,12.9552,0.0,22.965999999999998,0,0.639343897,35.9212
1309,413,16,factual,amorphous,known-subject,how to lose weight,1,4,4.754,0,0,0,0,,0.0,,,4.754,,4.754,0,1,4.754
1310,413,16,factual,amorphous,known-subject,get fit,2,2,145.9501,0,0,0,0,,0.0,,,145.9501,,145.9501,0,1,145.9501
1311,414,36,factual,amorphous,known-subject,eurozone recovery,1,2,20.3564,0,1,0,1,10.9977,10.9977,7.0,7.0,9.3587,1.0,10.9977,0,0.540257609,20.3564
1312,414,36,factual,amorphous,known-subject,"Portugal, Spain, Ireland, Greece, and Cyprus",2,6,16.6906,20,0,0,0,,0.0,,,16.6906,,16.6906,0,1,16.690600000000003
1313,414,36,factual,amorphous,known-subject,Europe economic recovery,3,3,20.3033,0,0,0,0,,0.0,,,6.8997,,6.8997,0,1,20.3033
1314,414,36,factual,amorphous,known-subject,eu  economic recovery,4,3,32.9431,0,1,0,0,9.3922,9.3922,4.0,4.0,5.3027,0.0,9.3922,0,0.639146915,32.9431
1315,414,36,factual,amorphous,known-subject,spain   economic recovery,5,3,16.0784,0,0,0,0,,0.0,,,16.0784,,16.0784,0,1,16.0784
1316,415,58,intellectual,specific,interpretive,teacher peer evaluation,1,3,91.6347,0,5,1,4,17.5382,87.691,3.2,6.0,3.9437,0.8,87.691,6,0.95696281,91.6347
1317,415,58,intellectual,specific,interpretive,teachers' evaluation by students.,2,4,31.6332,0,0,0,0,,0.0,,,31.6332,,31.6332,0,1,31.6332
1318,416,42,intellectual,amorphous,exploratory,collagen vascular disease,1,3,89.3548,0,2,1,1,43.6191,87.2382,1.5,2.0,2.1166,0.5,87.2382,2,0.976312409,89.3548
1319,416,42,intellectual,amorphous,exploratory,collagen vascular disease impact,2,4,84.0656,0,1,0,1,38.6858,38.6858,3.0,3.0,45.3798,1.0,38.6858,0,0.460185855,84.0656
1320,416,42,intellectual,amorphous,exploratory,collagen vascular disease sports,3,4,6.7828,0,0,0,0,,0.0,,,6.7828,,6.7828,0,1,6.7828
1321,417,2,factual,specific,known-item,dulles airport,1,2,36.4681,0,0,0,0,,0.0,,,36.4681,,36.4681,0,1,36.4681
1322,417,2,factual,specific,known-item,dulles airport hotels,2,3,29.1715,0,1,1,1,23.6202,23.6202,2.0,2.0,5.5513,1.0,23.6202,2,0.80970125,29.1715
1323,417,2,factual,specific,known-item,dulles airport metro stops,3,4,71.4851,0,1,0,0,53.6492,53.6492,1.0,1.0,17.8359,0.0,53.6492,0,0.750494858,71.4851
1324,418,31,factual,specific,known-item,churchill downs racing schedule,1,4,30.3564,0,0,0,0,,0.0,,,30.3564,,30.3564,0,1,30.3564
1325,418,31,factual,specific,known-item,churchill downs seating chart,2,4,13.9702,0,0,0,0,,0.0,,,13.9702,,13.9702,0,1,13.9702
1326,418,31,factual,specific,known-item,breeders cup races,3,3,8.7403,0,0,0,0,,0.0,,,8.7403,,8.7403,0,1,8.7403
1327,418,31,factual,specific,known-item,breeders cup races 2014,4,4,16.5308,0,0,0,0,,0.0,,,16.5308,,16.5308,0,1,16.5308
1328,418,31,factual,specific,known-item,kentucky derby museum,5,3,69.7909,0,0,0,0,,0.0,,,69.7909,,69.7909,0,1,69.7909
1329,418,31,factual,specific,known-item,churchill downs kentucky derby,6,4,15.19,0,0,0,0,,0.0,,,15.19,,15.19,0,1,15.19
1330,419,47,factual,specific,known-item,traditional Swahili dishes,1,3,14.0219,0,0,0,0,,0.0,,,14.0219,,14.0219,0,1,14.0219
1331,419,47,factual,specific,known-item,traditional Swahili recipe,2,3,37.2112,0,1,0,0,29.2611,29.2611,1.0,1.0,7.9501,0.0,29.2611,0,0.786351959,37.2112
1332,419,47,factual,specific,known-item,traditional Swahili cuisine,3,3,20.6723,0,0,0,0,,0.0,,,5.7754,,5.7754,0,1,20.6723
1333,419,47,factual,specific,known-item,traditional Swahili food,4,3,9.3142,0,0,0,0,,0.0,,,14.8969,,14.8969,0,1,9.3142
1334,419,47,factual,specific,known-item,Swahili food,5,2,55.2337,0,1,0,0,46.9505,46.9505,3.0,3.0,8.2832,0.0,46.9505,0,0.850033585,55.2337
1335,420,43,intellectual,specific,interpretive,Road Trip Planning,1,3,136.8152,0,7,0,0,19.29508571,135.0656,5.714285714,10.0,1.7496,0.0,135.0656,0,0.987211947,136.8152
1336,421,1,factual,amorphous,known-subject,swahili cooking,1,2,23.9232,0,1,1,1,12.2491,12.2491,1.0,1.0,11.6741,1.0,12.2491,1,0.512017623,23.9232
1337,421,1,factual,amorphous,known-subject,swahili,2,1,15.8078,0,0,0,0,,0.0,,,15.8078,,15.8078,0,1,15.8078
1338,421,1,factual,amorphous,known-subject,swahili food,3,2,40.0679,0,1,0,0,32.4044,32.4044,3.0,3.0,7.6635,0.0,32.4044,0,0.808737169,40.0679
1339,421,1,factual,amorphous,known-subject,swahili recipes,4,2,36.5415,0,1,0,0,26.5415,26.5415,2.0,2.0,10.0,0.0,26.5415,0,0.726338547,36.5415
1340,421,1,factual,amorphous,known-subject,swahili meals,5,2,18.4597,0,0,0,0,,0.0,,,18.4597,,18.4597,0,1,18.4597
1341,422,7,intellectual,amorphous,exploratory,submarine Kursk Barents politics,1,4,23.9425,10,0,0,0,,0.0,,,23.9425,,23.9425,0,1,23.942500000000003
1342,422,7,intellectual,amorphous,exploratory,cause submarine Kursk Barents,2,4,33.8422,0,0,0,0,,0.0,,,33.8422,,33.8422,0,1,33.8422
1343,423,47,factual,specific,known-item,Hot Swahili dishes,1,3,12.9338,10,0,0,0,,0.0,,,12.9338,,12.9338,0,1,12.933799999999998
1344,423,47,factual,specific,known-item,Swahili cuisine,2,2,19.8898,0,0,0,0,,0.0,,,21.97,,21.97,0,1,19.8898
1345,423,47,factual,specific,known-item,Swahili language or cuisine?,3,4,26.6357,0,1,0,0,18.9765,18.9765,1.0,1.0,0.9133,0.0,18.9765,0,0.954081992,26.6357
1346,423,47,factual,specific,known-item,Swahili herbs,4,2,37.3019,0,1,0,0,22.9907,22.9907,3.0,3.0,14.3112,0.0,22.9907,0,0.616341259,37.3019
1347,424,27,factual,specific,known-item,quality dehumidifiers,1,2,113.2001,10,2,0,1,33.4882,66.9764,,3.0,62.445,0.5,66.9764,0,0.517506378,113.2001
1348,425,28,intellectual,specific,interpretive,designer dog,1,2,19.266,0,0,0,0,,0.0,,,19.266,,19.266,0,1,19.266
1349,425,28,intellectual,specific,interpretive,crossing purebred dogs,2,3,27.9891,0,0,0,0,,0.0,,,27.9891,,27.9891,0,1,27.9891
1350,425,28,intellectual,specific,interpretive,cross between two purebred dogs,3,5,22.7817,0,0,0,0,,0.0,,,22.7817,,22.7817,0,1,22.7817
1351,425,28,intellectual,specific,interpretive,mix of purebred dogs,4,4,26.006,0,0,0,0,,0.0,,,26.006,,26.006,0,1,26.006
1352,426,52,intellectual,specific,interpretive,healthcare and social security in the US,1,7,119.2472,0,3,0,0,36.33153333,108.9946,2.333333333,4.0,10.2526,0.0,108.9946,0,0.9140223,119.2472
1353,426,52,intellectual,specific,interpretive,healthcare and social security in the UK,2,7,33.0889,0,0,0,0,,0.0,,,33.0889,,33.0889,0,1,33.0889
1354,427,35,intellectual,specific,interpretive,merck lobby,1,2,94.6347,0,4,0,2,18.62975,74.51899999999999,4.25,10.0,20.1157,0.5,74.51899999999999,0,0.787438434,94.6347
1355,427,35,intellectual,specific,interpretive,merck lobbying,2,2,4.3798,20,0,0,0,,0.0,,,4.3798,,4.3798,0,1,4.379800000000003
1356,427,35,intellectual,specific,interpretive,merck washington,3,2,21.937,0,0,0,0,,0.0,,,21.936999999999998,,21.936999999999998,0,1,21.937
1357,428,44,intellectual,specific,interpretive,internet phone service,1,3,79.3062,0,3,0,2,24.5573,73.6719,3.333333333,7.0,5.6343,0.666666667,73.6719,0,0.928955113,79.3062
1358,429,20,intellectual,amorphous,exploratory,protect roof being sun exposure,1,5,26.0,0,0,0,0,,0.0,,,26.0,,26.0,0,1,26.0
1359,429,20,intellectual,amorphous,exploratory,roof sun exposure energy savings,2,5,20.0,0,0,0,0,,0.0,,,20.0,,20.0,0,1,20.0
1360,429,20,intellectual,amorphous,exploratory,roof sun energy savings,3,4,14.0,0,0,0,0,,0.0,,,14.0,,14.0,0,1,14.0
1361,429,20,intellectual,amorphous,exploratory,roof sun protecting energy savings,4,5,18.0,0,0,0,0,,0.0,,,18.0,,18.0,0,1,18.0
1362,430,32,intellectual,amorphous,exploratory,American Cities close to tourist attractions,1,6,105.9796,0,2,0,0,41.40715,82.8143,4.0,6.0,23.1653,0.0,82.8143,0,0.781417367,105.9796
1363,430,32,intellectual,amorphous,exploratory,American Cities within 150 miles of  attractions,2,7,43.1203,0,0,0,0,,0.0,,,43.1203,,43.1203,0,1,43.1203
1364,430,32,intellectual,amorphous,exploratory,American Cities within 150 miles of tourist attractions,3,8,77.4089,0,1,0,0,67.3695,67.3695,2.0,2.0,10.0394,0.0,67.3695,0,0.870306903,77.4089
1365,431,10,intellectual,amorphous,exploratory,"tax on ""junk food""",1,4,258.7439,0,4,0,3,57.2712,229.0848,,7.0,11.0492,0.75,229.0848,0,0.953987357,258.7439
1366,431,10,intellectual,amorphous,exploratory,"tax on ""junk food"" good idea",2,6,13.3767,0,0,0,0,,0.0,,,13.3767,,13.3767,0,1,13.3767
1367,432,54,factual,specific,known-item,Connecticut Fire Academy,1,3,132.8763,10,0,0,0,,0.0,,,48.3232,,48.3232,0,1,132.8763
1368,432,54,factual,specific,known-item,Connecticut Fire Academy curriculum,2,4,42.351,10,0,0,0,,0.0,,,97.2073,,97.2073,0,1,42.351
1369,433,45,intellectual,amorphous,exploratory,US government  spending on space exploration,1,6,60.0514,10,0,0,0,,0.0,,,60.0514,,60.0514,0,1,60.0514
1370,433,45,intellectual,amorphous,exploratory,US government  spending +space exploration,2,5,24.6034,10,0,0,0,,0.0,,,36.5857,,36.5857,0,1,24.603400000000008
1371,434,11,intellectual,specific,interpretive,infants developmental milestones culture,1,4,86.682,0,1,0,0,19.5344,19.5344,1.0,1.0,67.1476,0.0,19.5344,0,0.225357052,86.682
1372,434,11,intellectual,specific,interpretive,infants ages 0-12 developmental milestones culture,2,6,67.5428,0,1,0,0,29.0638,29.0638,6.0,6.0,38.479,0.0,29.0638,0,0.430301971,67.5428
1373,435,13,factual,amorphous,known-subject,france world cup reaction,1,4,5.2376,0,0,0,0,,0.0,,,5.2376,,5.2376,0,1,5.2376
1374,436,59,factual,amorphous,known-subject,INDIA,1,1,9.0464,0,0,0,0,,0.0,,,9.0464,,9.0464,0,1,9.0464
1375,436,59,factual,amorphous,known-subject,UK,2,1,17.7762,0,0,0,0,,0.0,,,17.7762,,17.7762,0,1,17.7762
1376,436,59,factual,amorphous,known-subject,Philadelphia,3,1,13.3969,0,0,0,0,,0.0,,,13.3969,,13.3969,0,1,13.3969
1377,436,59,factual,amorphous,known-subject,BYKES,4,1,22.0322,0,0,0,0,,0.0,,,22.0322,,22.0322,0,1,22.0322
1378,437,45,intellectual,amorphous,exploratory,NASA Budget,1,2,111.0827,0,3,0,0,33.66503333,100.9951,5.333333333,7.0,10.0876,0.0,100.9951,0,0.909188379,111.0827
1379,438,14,intellectual,specific,interpretive,"God, Naturalism theory",1,3,46.6351,0,1,0,0,25.5276,25.5276,5.0,5.0,21.1075,0.0,25.5276,0,0.54739027,46.6351
1380,438,14,intellectual,specific,interpretive,Theory of evolution,2,3,43.1185,0,1,0,0,30.7776,30.7776,2.0,2.0,12.3409,0.0,30.7776,0,0.713791064,43.1185
1381,438,14,intellectual,specific,interpretive,Naturalism theory flaws,3,3,27.175,0,0,0,0,,0.0,,,27.175,,27.175,0,1,27.175
1382,439,8,factual,specific,known-item,kursk,1,1,4.2269,0,0,0,0,,0.0,,,4.2269,,4.2269,0,1,4.2269
1383,439,8,factual,specific,known-item,kursk sinking,2,2,81.4562,0,1,0,1,11.0898,11.0898,5.0,5.0,70.3664,1.0,11.0898,0,0.136144333,81.4562
1384,439,8,factual,specific,known-item,sinking of the kursk submarine,3,5,45.1128,0,0,0,0,,0.0,,,45.1128,,45.1128,0,1,45.1128
1385,439,8,factual,specific,known-item,which fleet did the kursk belong to,4,7,20.0469,0,0,0,0,,0.0,,,20.0469,,20.0469,0,1,20.0469
1386,440,48,factual,amorphous,known-subject,employee evaluation,1,2,76.6223,0,0,0,0,,0.0,,,76.6223,,76.6223,0,1,76.6223
1387,441,3,intellectual,amorphous,exploratory,MBA salary,1,2,14.3557,0,0,0,0,,0.0,,,14.3557,,14.3557,0,1,14.3557
1388,441,3,intellectual,amorphous,exploratory,MBA worth it,2,3,40.1398,0,1,0,0,30.5259,30.5259,5.0,5.0,9.6139,0.0,30.5259,0,0.760489589,40.1398
1389,441,3,intellectual,amorphous,exploratory,MBA benefits,3,2,35.7547,0,0,0,0,,0.0,,,35.7547,,35.7547,0,1,35.7547
1390,441,3,intellectual,amorphous,exploratory,Masters in Business cost,4,4,22.3191,20,0,0,0,,0.0,,,6.8689,,6.8689,0,1,22.319100000000006
1391,441,3,intellectual,amorphous,exploratory,education analysis,5,2,12.9532,0,0,0,0,,0.0,,,15.4502,,15.4502,0,1,12.9532
1392,441,3,intellectual,amorphous,exploratory,should I get an MBA,6,5,113.5054,0,0,0,0,,0.0,,,28.8641,,28.8641,0,1,113.5054
1393,441,3,intellectual,amorphous,exploratory,should i get an MBA,7,5,9.8796,0,0,0,0,,0.0,,,12.3623,,12.3623,0,1,9.8796
1394,441,3,intellectual,amorphous,exploratory,business PhD,8,2,7.4503,0,0,0,0,,0.0,,,12.9532,,12.9532,0,1,7.4503
1395,441,3,intellectual,amorphous,exploratory,business PhD cost,9,3,10.4498,0,0,0,0,,0.0,,,113.5054,,113.5054,0,1,10.4498
1396,441,3,intellectual,amorphous,exploratory,business pHD analysis,10,3,14.5268,0,0,0,0,,0.0,,,14.5268,,14.5268,0,1,14.5268
1397,442,53,intellectual,specific,interpretive,pros of personal IRA,1,4,107.6397,0,1,0,0,97.4388,97.4388,2.0,2.0,10.2009,0.0,97.4388,0,0.905231063,107.6397
1398,443,59,factual,amorphous,known-subject,things to do in Philadelphia,1,5,160.1749,0,2,0,0,79.08705,158.1741,1.5,2.0,2.0008,0.0,158.1741,0,0.987508655,160.1749
1399,444,27,factual,specific,known-item,specifications of a dehumidifier,1,4,129.951,0,2,0,1,58.92135,117.8427,5.5,6.0,12.1083,0.5,117.8427,0,0.906824111,129.951
1400,444,27,factual,specific,known-item,prices of dehumidifiers,2,3,85.7418,0,1,0,1,75.7445,75.7445,3.0,3.0,9.9973,1.0,75.7445,0,0.883402261,85.7418
1401,445,60,intellectual,specific,interpretive,Charities fighting HIV/AIDs/Malaria in Africa,1,5,67.0767,20,0,0,0,,0.0,,,67.0767,,67.0767,0,1,67.0767
1402,445,60,intellectual,specific,interpretive,HIV/AIDs/Malaria charities in Africa,2,4,215.5607,0,1,0,0,30.8541,30.8541,1.0,1.0,184.7066,0.0,30.8541,0,0.143134161,215.5607
1403,446,28,intellectual,specific,interpretive,designer dogs,1,2,17.9068,0,0,0,0,,0.0,,,17.9068,,17.9068,0,1,17.9068
1404,446,28,intellectual,specific,interpretive,what are designer dogs,2,4,26.5849,0,0,0,0,,0.0,,,26.5849,,26.5849,0,1,26.5849
1405,446,28,intellectual,specific,interpretive,crossing purebred dogs,3,3,77.6621,10,2,0,0,34.4017,68.8034,,6.0,27.8213,0.0,68.8034,0,0.712068446,77.66210000000001
1406,447,33,factual,amorphous,known-subject,famous glass blowing,1,3,33.9188,0,0,0,0,,0.0,,,33.9188,,33.9188,0,1,33.9188
1407,447,33,factual,amorphous,known-subject,glass blowing in history,2,4,19.1809,0,0,0,0,,0.0,,,19.1809,,19.1809,0,1,19.1809
1408,447,33,factual,amorphous,known-subject,historic glass blowing,3,3,38.4133,0,1,0,0,21.711,21.711,9.0,9.0,16.7023,0.0,21.711,0,0.565194867,38.4133
1409,447,33,factual,amorphous,known-subject,famous pieces of glass blowing,4,5,88.2458,0,2,0,0,40.12525,80.2505,3.0,4.0,7.9953,0.0,80.2505,0,0.909397388,88.2458
1410,447,33,factual,amorphous,known-subject,glass blowing history,5,3,13.9538,10,0,0,0,,0.0,,,37.0443,,37.0443,0,1,13.953800000000001
1411,448,52,intellectual,specific,interpretive,healthcare in the UK,1,4,16.6542,0,0,0,0,,0.0,,,16.6542,,16.6542,0,1,16.6542
1412,448,52,intellectual,specific,interpretive,safety nets in the UK,2,5,36.4531,0,0,0,0,,0.0,,,36.4531,,36.4531,0,1,36.4531
1413,448,52,intellectual,specific,interpretive,health care providers in UK,3,5,15.9791,0,0,0,0,,0.0,,,15.9791,,15.9791,0,1,15.9791
1414,448,52,intellectual,specific,interpretive,health care systems in UK,4,5,53.9926,0,1,0,0,41.9647,41.9647,2.0,2.0,12.0279,0.0,41.9647,0,0.777230583,53.9926
1415,449,36,factual,amorphous,known-subject,political leaders in europe,1,4,44.9835,0,3,1,1,11.544,34.632,5.0,6.0,10.3515,0.333333333,34.632,6,0.76988229,44.9835
1416,449,36,factual,amorphous,known-subject,what is europe doing to solve its economic troubles,2,9,71.4159,0,4,2,2,15.60885,62.4354,3.5,8.0,8.9805,0.5,62.4354,2,0.874250692,71.4159
1417,449,36,factual,amorphous,known-subject,what European politicians are doing about the country;s economic issues,3,10,10.5617,0,0,0,0,,0.0,,,10.5617,,10.5617,0,1,10.5617
1418,450,20,intellectual,amorphous,exploratory,air conditioning solar panels,1,4,236.3063,0,0,0,0,,0.0,,,236.3063,,236.3063,0,1,236.3063
1419,451,37,factual,specific,known-item,best material for roof coating,1,5,105.0654,0,3,1,1,28.09943333,84.2983,5.333333333,7.0,20.7671,0.333333333,84.2983,4,0.802341208,105.0654
1420,451,37,factual,specific,known-item,best material for roof coating to keep low temperatures,2,9,44.0734,0,0,0,0,,0.0,,,44.0734,,44.0734,0,1,44.0734
1421,452,43,intellectual,specific,interpretive,keys to good road trip,1,5,41.1018,0,0,0,0,,0.0,,,41.1018,,41.1018,0,1,41.1018
1422,452,43,intellectual,specific,interpretive,best road trip,2,3,32.5549,0,0,0,0,,0.0,,,32.5549,,32.5549,0,1,32.5549
1423,452,43,intellectual,specific,interpretive,good vs bad road trip,3,5,29.7724,0,0,0,0,,0.0,,,29.7724,,29.7724,0,1,29.7724
1424,452,43,intellectual,specific,interpretive,road trip suggestions,4,3,36.8784,0,1,0,0,24.2496,24.2496,4.0,4.0,12.6288,0.0,24.2496,0,0.657555642,36.8784
1425,453,53,intellectual,specific,interpretive,403(b) retirement,1,2,42.2161,0,1,0,1,39.287,39.287,1.0,1.0,2.9291,1.0,39.287,0,0.930616518,42.2161
1426,453,53,intellectual,specific,interpretive,403(b) retirement or IRA,2,4,101.56,0,1,0,1,95.4618,95.4618,1.0,1.0,6.0982,1.0,95.4618,0,0.939954707,101.56
1427,453,53,intellectual,specific,interpretive,403(b) or IRA,3,3,36.0621,0,1,0,1,20.6906,20.6906,5.0,5.0,15.3715,1.0,20.6906,0,0.573749172,36.0621
1428,454,23,factual,amorphous,known-subject,Martin Bryant,1,2,11.0,0,0,0,0,,0.0,,,11.0,,11.0,0,1,11.0
1429,454,23,factual,amorphous,known-subject,Martin Bryant killed,2,3,15.0,0,0,0,0,,0.0,,,2.0,,2.0,0,1,15.0
1430,454,23,factual,amorphous,known-subject,Martin Bryant port arthur,3,4,58.0,0,1,0,1,54.0,54.0,1.0,1.0,-51.0,1.0,54.0,0,18,58.0
1431,454,23,factual,amorphous,known-subject,Martin Bryant port arthur australia,4,5,13.0,0,0,0,0,,0.0,,,13.0,,13.0,0,1,13.0
1432,455,30,intellectual,specific,interpretive,traditional Swahili dishes,1,3,6.4272,0,0,0,0,,0.0,,,6.4272,,6.4272,0,1,6.4272
1433,455,30,intellectual,specific,interpretive,traditional Swahili recipe,2,3,151.8649,0,1,0,0,148.3836,148.3836,1.0,1.0,3.4813,0.0,148.3836,0,0.977076336,151.8649
1434,455,30,intellectual,specific,interpretive,swahili food,3,2,12.4401,0,1,0,0,5.3223,5.3223,2.0,2.0,7.1178,0.0,5.3223,0,0.427834181,12.4401
1435,455,30,intellectual,specific,interpretive,swahili foods,4,2,5.6609,0,0,0,0,,0.0,,,5.6609,,5.6609,0,1,5.6609
1436,456,56,factual,amorphous,known-subject,Pocono travel,1,2,12.1086,0,0,0,0,,0.0,,,12.1086,,12.1086,0,1,12.1086
1437,456,56,factual,amorphous,known-subject,Pocono things to do,2,4,45.8139,0,0,0,0,,0.0,,,1.51,,1.51,0,1,45.8139
1438,456,56,factual,amorphous,known-subject,Pocono sights,3,2,14.3742,0,0,0,0,,0.0,,,5.0919,,5.0919,0,1,14.3742
1439,456,56,factual,amorphous,known-subject,Pocono visit,4,2,12.1037,0,0,0,0,,0.0,,,12.1037,,12.1037,0,1,12.1037
1440,457,51,factual,specific,known-item,Port Arthur,1,2,3.875,0,0,0,0,,0.0,,,3.875,,3.875,0,1,3.875
1441,458,54,factual,specific,known-item,connecticut fire academy,1,3,68.2585,0,0,0,0,,0.0,,,68.2585,,68.2585,0,1,68.2585
1442,458,54,factual,specific,known-item,connecticut fire academy wikipedia,2,4,154.4234,0,0,0,0,,0.0,,,154.4234,,154.4234,0,1,154.4234
1443,459,46,intellectual,amorphous,exploratory,diversity workplace,1,2,4.3352,0,0,0,0,,0.0,,,4.3352,,4.3352,0,1,4.3352
1444,460,51,factual,specific,known-item,Port Arthur massacre,1,3,127.0254,0,2,2,2,34.98265,69.9653,2.5,3.0,57.0601,1.0,69.9653,2,0.550797714,127.0254
1445,461,38,factual,specific,known-item,SUNY,1,1,11.3601,0,1,0,0,13.1401,13.1401,,,-1.78,0.0,13.1401,0,1.156688762,11.3601
1446,461,38,factual,specific,known-item,SUNY bioinformatics,2,2,20.2722,0,0,0,0,,0.0,,,20.2722,,20.2722,0,1,20.2722
1447,461,38,factual,specific,known-item,SUNY albany hospital,3,3,29.0367,0,1,0,0,10.3859,10.3859,1.0,1.0,2.8026,0.0,10.3859,0,0.787496683,29.0367
1448,461,38,factual,specific,known-item,SUNY plattsburgh athletics,4,3,46.5091,0,1,0,0,43.7878,43.7878,1.0,1.0,2.7213,0.0,43.7878,0,0.94148887,46.5091
1449,462,19,intellectual,amorphous,exploratory,winter vacation in the pocono mountains,1,6,44.2013,0,0,0,0,,0.0,,,44.2013,,44.2013,0,1,44.2013
1450,462,19,intellectual,amorphous,exploratory,pocono mountain winter,2,3,56.6886,0,0,0,0,,0.0,,,56.6886,,56.6886,0,1,56.6886
1451,462,19,intellectual,amorphous,exploratory,pocono mountain winter activities,3,4,17.0989,0,0,0,0,,0.0,,,17.0989,,17.0989,0,1,17.0989
1452,462,19,intellectual,amorphous,exploratory,pocono mountain travel,4,3,20.5931,0,0,0,0,,0.0,,,20.5931,,20.5931,0,1,20.5931
1453,463,58,intellectual,specific,interpretive,advantages and disadvantages of teachers' evaluation by students,1,8,47.2864,0,0,0,0,,0.0,,,47.2864,,47.2864,0,1,47.2864
1454,463,58,intellectual,specific,interpretive,advantages and disadvantages of teacher peer evaluation,2,7,41.7182,0,1,0,1,30.9517,30.9517,2.0,2.0,10.7665,1.0,30.9517,0,0.741923189,41.7182
1455,463,58,intellectual,specific,interpretive,advantages and disadvantages of  teachers' evaluation by students,3,8,17.2244,0,0,0,0,,0.0,,,17.2244,,17.2244,0,1,17.2244
1456,464,7,intellectual,amorphous,exploratory,kursk,1,1,147.224,0,2,1,1,72.28055,144.5611,3.5,6.0,2.6629,0.5,144.5611,6,0.981912596,147.224
1457,465,12,intellectual,amorphous,exploratory,wedding ceremonies,1,2,9.7553,0,0,0,0,,0.0,,,9.7553,,9.7553,0,1,9.7553
1458,465,12,intellectual,amorphous,exploratory,various wedding ceremonies,2,3,60.8651,0,1,0,0,50.6014,50.6014,4.0,4.0,10.2637,0.0,50.6014,0,0.831369701,60.8651
1459,465,12,intellectual,amorphous,exploratory,different marriages,3,2,22.7017,0,0,0,0,,0.0,,,22.7017,,22.7017,0,1,22.7017
1460,465,12,intellectual,amorphous,exploratory,various marriages,4,2,20.3578,0,0,0,0,,0.0,,,20.3578,,20.3578,0,1,20.3578
1461,466,52,intellectual,specific,interpretive,US  vs UK workers,1,4,30.6981,0,1,0,0,5.5021,5.5021,1.0,1.0,25.195999999999998,0.0,5.5021,0,0.179232591,30.6981
1462,467,46,intellectual,amorphous,exploratory,percentage women employees,1,3,20.7294,0,0,0,0,,0.0,,,20.7294,,20.7294,0,1,20.7294
1463,467,46,intellectual,amorphous,exploratory,percentage women minority employees,2,4,24.3871,0,0,0,0,,0.0,,,24.3871,,24.3871,0,1,24.3871
1464,467,46,intellectual,amorphous,exploratory,does it help business to hire more women and minorities,3,10,23.0622,0,0,0,0,,0.0,,,23.0622,,23.0622,0,1,23.0622
1465,467,46,intellectual,amorphous,exploratory,advantages of hiring more women and minorities,4,7,18.3411,0,0,0,0,,0.0,,,18.3411,,18.3411,0,1,18.3411
1466,468,55,factual,specific,known-item,JP Morgan Chase data centers,1,5,17.4895,10,1,0,0,31.3306,31.3306,,,-13.8411,0.0,31.3306,0,1.791394837,17.4895
1467,468,55,factual,specific,known-item,JP Morgan Chase data center locations,2,6,62.8471,0,1,0,0,39.4781,39.4781,9.0,9.0,-29.3068,0.0,39.4781,0,3.881322938,62.8471
1468,468,55,factual,specific,known-item,JP Morgan Chase data center investments,3,6,17.8412,10,0,0,0,,0.0,,,29.0473,,29.0473,0,1,17.841200000000015
1469,469,5,factual,amorphous,known-subject,52061,1,1,7.8525,0,0,0,0,,0.0,,,7.8525,,7.8525,0,1,7.8525
1470,470,52,intellectual,specific,interpretive,social security US v. UK,1,5,21.8034,0,0,0,0,,0.0,,,21.8034,,21.8034,0,1,21.8034
1471,470,52,intellectual,specific,interpretive,social security in UK,2,4,47.0128,0,0,0,0,,0.0,,,47.0128,,47.0128,0,1,47.0128
1472,470,52,intellectual,specific,interpretive,American v. British health care system,3,6,72.8935,0,0,0,0,,0.0,,,72.8935,,72.8935,0,1,72.8935
1473,470,52,intellectual,specific,interpretive,british health care system,4,4,19.0283,0,0,0,0,,0.0,,,19.0283,,19.0283,0,1,19.0283
1474,471,21,factual,amorphous,known-subject,hydropower wiki,1,2,43.4387,0,0,0,0,,0.0,,,43.4387,,43.4387,0,1,43.4387
1475,471,21,factual,amorphous,known-subject,hydropower efficiency,2,2,84.6933,0,0,0,0,,0.0,,,84.6933,,84.6933,0,1,84.6933
1476,472,6,factual,amorphous,known-subject,Traditional Swahili dishes,1,3,20.7103,0,0,0,0,,0.0,,,20.7103,,20.7103,0,1,20.7103
1477,472,6,factual,amorphous,known-subject,Swahili dishes,2,2,12.7503,10,0,0,0,,0.0,,,12.7503,,12.7503,0,1,12.75030000000001
1478,472,6,factual,amorphous,known-subject,Swahili foods,3,2,50.276,10,0,0,0,,0.0,,,11.6047,,11.6047,0,1,50.27600000000001
